path,class_idx,class_name,prob
Kristen_Bell/00000016.jpg,1406,Kristen_Bell,0.21761995553970337
Meg_Ryan/00000060.jpg,1693,Meg_Ryan,0.9995150566101074
Gordon_Ramsay/00000010.jpg,786,Gordon_Ramsay,0.8393545746803284
Danica_McKellar/00000100.jpg,454,Danica_McKellar,0.9999980926513672
Powers_Boothe/00000056.jpg,2003,Powers_Boothe,0.9856976270675659
Taye_Diggs/00000076.jpg,2418,Taye_Diggs,0.9994475245475769
Ed_Westwick/00000005.jpg,614,Ed_Westwick,0.929228663444519
Jerry_Orbach/00000004.jpg,1064,Jerry_Orbach,0.9999667406082153
Peter_Lorre/00000080.jpg,1991,Peter_Lorre,0.8808622360229492
Gabriel_Macht/00000021.jpg,736,Gabriel_Macht,0.06910421699285507
Bruce_McGill/00000066.jpg,262,Bruce_McGill,0.05381125584244728
Ken_Marino/00000041.jpg,1366,Ken_Marino,0.9240989685058594
Candice_Accola/00000022.jpg,282,Candice_Accola,0.745938777923584
Kristen_Wiig/00000011.jpg,1410,Kristen_Wiig,0.7999135851860046
Alison_Arngrim/00000048.jpg,88,Alison_Arngrim,0.9799039363861084
Joanna_Krupa/00000044.jpg,1115,Joanna_Krupa,0.9994646906852722
Rick_Springfield/00000019.jpg,2073,Rick_Springfield,0.9851061105728149
Adrian_Paul/00000078.jpg,33,Adrian_Paul,0.9984473586082458
Laverne_Cox/00000037.jpg,1448,Laverne_Cox,0.9946592450141907
LL_Cool_J/00000060.jpg,1423,LL_Cool_J,0.9995008707046509
June_Foray/00000026.jpg,1253,June_Foray,0.07090869545936584
Bonnie_Somerville/00000054.jpg,232,Bonnie_Somerville,0.7349467873573303
Clark_Duke/00000080.jpg,396,Clark_Duke,0.9998878240585327
Erik_Per_Sullivan/00000049.jpg,676,Erik_Per_Sullivan,0.34837260842323303
Derek_Jacobi/00000027.jpg,538,Derek_Jacobi,0.9914815425872803
Angell_Conwell/00000075.jpg,129,Angell_Conwell,0.6587314605712891
Sean_Patrick_Flanery/00000004.jpg,2231,Sean_Patrick_Flanery,0.9867908954620361
Maya_Rudolph/00000061.jpg,1691,Maya_Rudolph,0.06943115592002869
Ben_McKenzie/00000088.jpg,199,Ben_McKenzie,0.9319539666175842
Erik_Per_Sullivan/00000038.jpg,676,Erik_Per_Sullivan,0.7529027462005615
Robert_Davi/00000079.jpg,2099,Robert_Davi,0.36672690510749817
Yvette_Mimieux/00000066.jpg,2600,Yvette_Mimieux,0.7978832125663757
Jenifer_Lewis/00000059.jpg,1025,Jenifer_Lewis,0.9998645782470703
Judy_Sheindlin/00000008.jpg,1236,Judy_Sheindlin,0.9982335567474365
Sam_Jaeger/00000095.jpg,2169,Sam_Jaeger,0.9983121156692505
Sarah_Jane_Morris/00000002.jpg,2207,Sarah_Jane_Morris,0.9788544178009033
Zachary_Levi/00000095.jpg,2609,Zachary_Levi,0.2074686884880066
Daniel_Auteuil/00000005.jpg,455,Daniel_Auteuil,0.9989896416664124
Chiwetel_Ejiofor/00000054.jpg,352,Chiwetel_Ejiofor,0.9413488507270813
Sean_Patrick_Flanery/00000038.jpg,2231,Sean_Patrick_Flanery,0.3582690954208374
Li_Gong/00000099.jpg,1475,Li_Gong,0.9451680183410645
Jessica_De_Gouw/00000057.jpg,1076,Jessica_De_Gouw,0.9006369113922119
Susan_Blakely/00000030.jpg,2378,Susan_Blakely,0.20789822936058044
Sarah_Paulson/00000001.jpg,2210,Sarah_Paulson,0.9980803728103638
Peter_Stormare/00000006.jpg,1994,Peter_Stormare,0.9996064305305481
Wesley_Snipes/00000018.jpg,2561,Wesley_Snipes,0.883551836013794
Beau_Mirchoff/00000012.jpg,192,Beau_Mirchoff,0.9998557567596436
Ava_Allan/00000054.jpg,178,Ava_Allan,0.9998441934585571
Lillian_Gish/00000004.jpg,1481,Lillian_Gish,0.9239230751991272
Joan_Van_Ark/00000095.jpg,1114,Joan_Van_Ark,0.3440474569797516
Sam_Shepard/00000011.jpg,2175,Sam_Shepard,0.999947190284729
Rick_Springfield/00000052.jpg,2073,Rick_Springfield,0.8498803377151489
David_Attenborough/00000073.jpg,480,David_Attenborough,0.9967687129974365
Riley_Smith/00000087.jpg,2083,Riley_Smith,0.9999135732650757
Connie_Stevens/00000046.jpg,417,Connie_Stevens,0.997509241104126
Danielle_Campbell/00000085.jpg,465,Danielle_Campbell,0.38197994232177734
John_Hawkes/00000038.jpg,1156,John_Hawkes,0.8484869003295898
Lia_Marie_Johnson/00000082.jpg,1476,Lia_Marie_Johnson,0.17919743061065674
Gene_Kelly/00000099.jpg,754,Gene_Kelly,0.2339584082365036
Mads_Mikkelsen/00000081.jpg,1560,Mads_Mikkelsen,0.9890968799591064
Michelle_Trachtenberg/00000018.jpg,1768,Michelle_Trachtenberg,0.9984381794929504
Jeffrey_Wright/00000044.jpg,1019,Jeffrey_Wright,0.9832073450088501
Leighton_Meester/00000019.jpg,1459,Leighton_Meester,0.9840405583381653
Georgie_Henley/00000031.jpg,760,Georgie_Henley,0.9998586177825928
Marcia_Wallace/00000040.jpg,1577,Marcia_Wallace,0.9983358979225159
Josh_Lucas/00000091.jpg,1224,Josh_Lucas,0.9046122431755066
Chloe_Bridges/00000002.jpg,354,Chloe_Bridges,0.08471450954675674
Doona_Bae/00000057.jpg,580,Doona_Bae,0.3929100036621094
A.J._Buckley/00000034.jpg,0,A.J._Buckley,0.9987514019012451
Robin_Shou/00000035.jpg,2107,Robin_Shou,0.9991697072982788
Michelle_Stafford/00000099.jpg,1767,Michelle_Stafford,0.22564680874347687
James_Cosmo/00000089.jpg,927,James_Cosmo,0.048353467136621475
Tricia_Helfer/00000085.jpg,2499,Tricia_Helfer,0.9664579033851624
Kevin_Alejandro/00000013.jpg,1377,Kevin_Alejandro,0.996783971786499
Andrea_Bowen/00000100.jpg,110,Andrea_Bowen,0.9990723133087158
Louis_Gossett_Jr./00000022.jpg,1528,Louis_Gossett_Jr.,0.9587967991828918
Timothy_Spall/00000055.jpg,2462,Timothy_Spall,0.994205892086029
Melissa_McBride/00000075.jpg,1707,Melissa_McBride,0.9410020709037781
Cory_Monteith/00000057.jpg,424,Cory_Monteith,0.9899663925170898
Hilary_Swank/00000052.jpg,848,Hilary_Swank,0.9994474053382874
Kurt_Fuller/00000090.jpg,1416,Kurt_Fuller,0.9471089243888855
Rex_Linn/00000097.jpg,2049,Rex_Linn,0.06524911522865295
Craig_Olejnik/00000029.jpg,432,Craig_Olejnik,0.9999525547027588
Rhys_Ifans/00000014.jpg,2052,Rhys_Ifans,0.9904788732528687
Zachary_Gordon/00000053.jpg,2608,Zachary_Gordon,0.36613956093788147
Will_Estes/00000013.jpg,2567,Will_Estes,0.9884276986122131
Noel_Clarke/00000021.jpg,1893,Noel_Clarke,0.9988275170326233
Matt_Smith/00000063.jpg,1668,Matt_Smith,0.6872109770774841
Dermot_Mulroney/00000003.jpg,541,Dermot_Mulroney,0.9645771384239197
Kyle_Bornheimer/00000050.jpg,1417,Kyle_Bornheimer,0.7651295065879822
Peter_Coyote/00000093.jpg,1983,Peter_Coyote,0.9785414338111877
Sydney_Pollack/00000002.jpg,2386,Sydney_Pollack,0.9130661487579346
Deborah_Kerr/00000030.jpg,523,Deborah_Kerr,0.5478834509849548
Lucille_Ball/00000041.jpg,1539,Lucille_Ball,0.6690694689750671
Jesse_L._Martin/00000015.jpg,1069,Jesse_L._Martin,0.9965026378631592
Cory_Monteith/00000023.jpg,424,Cory_Monteith,0.4644415080547333
Grace_Lee_Whitney/00000043.jpg,787,Grace_Lee_Whitney,0.9960196614265442
John_Turturro/00000020.jpg,1181,John_Turturro,0.8013713359832764
Mark_Hamill/00000033.jpg,1611,Mark_Hamill,0.5428511500358582
D.B._Sweeney/00000021.jpg,442,D.B._Sweeney,0.9957171082496643
Idris_Elba/00000048.jpg,871,Idris_Elba,0.6480929255485535
Sarah_Wright/00000074.jpg,2216,Sarah_Wright,0.12195569276809692
Jasmine_Guy/00000001.jpg,975,Jasmine_Guy,0.2553231418132782
Ron_Eldard/00000023.jpg,2116,Ron_Eldard,0.9986274242401123
Elizabeth_McGovern/00000089.jpg,643,Elizabeth_McGovern,0.996052086353302
Holland_Taylor/00000016.jpg,851,Holland_Taylor,0.6903777718544006
Derek_Hough/00000060.jpg,537,Derek_Hough,0.07089996337890625
Tom_Kenny/00000026.jpg,2475,Tom_Kenny,0.9665425419807434
Michael_Cera/00000085.jpg,1728,Michael_Cera,0.9324305057525635
Pam_Dawber/00000005.jpg,1937,Pam_Dawber,0.935340404510498
Katie_Leclerc/00000041.jpg,1319,Katie_Leclerc,0.9892123937606812
Kristina_Anapau/00000070.jpg,1412,Kristina_Anapau,0.9997085928916931
Eric_McCormack/00000048.jpg,671,Eric_McCormack,0.9609622955322266
Helena_Bonham_Carter/00000035.jpg,841,Helena_Bonham_Carter,0.996947705745697
Anthony_Mackie/00000040.jpg,147,Anthony_Mackie,0.9686287641525269
JJ_Feild/00000044.jpg,892,JJ_Feild,0.9770891070365906
Billie_Joe_Armstrong/00000004.jpg,214,Billie_Joe_Armstrong,0.7579535245895386
Cedric_the_Entertainer/00000091.jpg,313,Cedric_the_Entertainer,0.9915340542793274
Alice_Braga/00000056.jpg,82,Alice_Braga,0.9949705004692078
James_Cromwell/00000017.jpg,928,James_Cromwell,0.9741575717926025
A.R._Rahman/00000066.jpg,1,A.R._Rahman,0.30763137340545654
Greg_Finley/00000030.jpg,794,Greg_Finley,0.9498501420021057
Nancy_Cartwright/00000013.jpg,1820,Nancy_Cartwright,0.756140410900116
Jonathan_Frakes/00000051.jpg,1201,Jonathan_Frakes,0.995790421962738
Robert_Hoffman/00000022.jpg,2100,Robert_Hoffman,0.9995879530906677
Jonathan_Bennett/00000010.jpg,1198,Jonathan_Bennett,0.9960954785346985
Jim_Caviezel/00000090.jpg,1099,Jim_Caviezel,0.47357359528541565
Sharon_Case/00000076.jpg,2262,Sharon_Case,0.9999982118606567
Ruth_Wilson/00000010.jpg,2141,Ruth_Wilson,0.9822795987129211
Gates_McFadden/00000093.jpg,747,Gates_McFadden,0.9875528812408447
Emir_Kusturica/00000081.jpg,657,Emir_Kusturica,0.9999982118606567
Ryan_Potter/00000006.jpg,2153,Ryan_Potter,0.5676251649856567
Sam_Huntington/00000068.jpg,2168,Sam_Huntington,0.9873918890953064
Evan_Handler/00000076.jpg,693,Evan_Handler,0.9795064926147461
Gabriel_Byrne/00000054.jpg,734,Gabriel_Byrne,0.9841324090957642
John_Forsythe/00000045.jpg,1150,John_Forsythe,0.18896269798278809
Brendan_Hines/00000056.jpg,247,Brendan_Hines,0.06872318685054779
Matt_Dallas/00000070.jpg,1663,Matt_Dallas,0.9187880158424377
Noah_Gray-Cabey/00000050.jpg,1891,Noah_Gray-Cabey,0.9990085959434509
Brian_Cox/00000079.jpg,251,Brian_Cox,0.3996594548225403
Alan_Alda/00000085.jpg,46,Alan_Alda,0.9999114274978638
Rila_Fukushima/00000092.jpg,2082,Rila_Fukushima,0.3191096782684326
Nicki_Minaj/00000031.jpg,1868,Nicki_Minaj,0.11919652670621872
Johann_Urb/00000081.jpg,1138,Johann_Urb,0.07023485004901886
Wentworth_Miller/00000058.jpg,2557,Wentworth_Miller,0.871590256690979
Thomas_McDonell/00000026.jpg,2448,Thomas_McDonell,0.9807299375534058
Kevin_McHale/00000066.jpg,1381,Kevin_McHale,0.03228336200118065
Carrie_Brownstein/00000031.jpg,297,Carrie_Brownstein,0.9169414639472961
Tom_Skerritt/00000044.jpg,2479,Tom_Skerritt,0.5843787789344788
Taylor_Momsen/00000044.jpg,2421,Taylor_Momsen,0.9960957169532776
Jonathan_Crombie/00000020.jpg,1200,Jonathan_Crombie,0.0392967090010643
Sean_Kanan/00000004.jpg,2229,Sean_Kanan,0.2917366027832031
Mark_Indelicato/00000023.jpg,1613,Mark_Indelicato,0.9996428489685059
Zach_McGowan/00000001.jpg,2607,Zach_McGowan,0.8918063640594482
David_Eigenberg/00000067.jpg,485,David_Eigenberg,0.5273862481117249
John_C._McGinley/00000011.jpg,1142,John_C._McGinley,0.9995710253715515
Paul_Sorvino/00000053.jpg,1967,Paul_Sorvino,0.9515445232391357
